date,district,source,value
2019-11-08 01:37:50,Mono Basin,Mono Lk. Elevation,6382.2
2019-11-08 01:37:50,Mono Basin,Grant Lk. Elevation,7114.7
2019-11-08 02:37:48,Southern District,Haiwee LAA #2 Current Flow,271.0
2019-11-08 02:37:48,Southern District,Haiwee LAA #1 Current Flow,0.0
2019-11-08 02:37:48,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2019-11-08 02:37:48,Southern District,LAA #2 Flow at Fairmont Res.,280.3
2019-11-08 02:37:48,Southern District,Bouquet Reservoir Inflow,0.3
2019-11-08 02:37:48,Southern District,Bouquet Reservoir Outflow,0.7
2019-11-08 02:37:48,Southern District,LAA #1 at Soledad Flow,0.0
2019-11-08 02:37:48,Southern District,LAA #2 at Soledad Flow,316.5
2019-11-08 02:37:48,Long Valley,East Portal Flow,53.0
2019-11-08 02:37:48,Long Valley,OR Below EP Flow,111.0
2019-11-08 02:37:48,Long Valley,Hot Ck.at Hwy. Flow,0.0
2019-11-08 02:37:48,Long Valley,McGee Ck. Lower Sta. Flow,12.7
2019-11-08 02:37:48,Long Valley,Long Valley Current Outflow,175.2
2019-11-08 02:37:48,Long Valley,Rock Ck. Div. Flow,0.0
2019-11-08 02:37:48,Long Valley,Upper Gorge Total Release,55.0
2019-11-08 02:37:48,Long Valley,Release at Middle Gorge,0.0
2019-11-08 02:37:48,Southern Owens Valley,Tinemaha Reservoir Outflow,402.7
2019-11-08 02:37:48,Southern Owens Valley,Indep. Ck. At Junction Flow,6.1
2019-11-08 02:37:48,Southern Owens Valley,LAA at Alabama Flow,478.0
2019-11-08 02:37:48,Southern Owens Valley,Cottonwood Ck. At LAA Flow,9.0
2019-11-08 02:37:48,Southern Owens Valley,LAA at Cottonwood Flow,506.0
2019-11-08 02:37:48,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2019-11-08 02:37:48,Southern Owens Valley,Haiwee LAA #2 Current Flow,271.0
2019-11-08 02:37:48,Southern Owens Valley,Reinhackel Flow,2.6
2019-11-08 02:37:48,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2019-11-08 02:37:48,Southern Owens Valley,Cartago Spillgate Outflow,4.7
2019-11-08 02:37:48,Lower Owens River Project,LORP Intake Flow,45.0
2019-11-08 02:37:48,Lower Owens River Project,LORP at Mazourka Canyon Road,48.0
2019-11-08 02:37:48,Lower Owens River Project,LORP at Reinhackle Springs,45.0
2019-11-08 02:37:48,Lower Owens River Project,LORP Above Pumpstation,49.0
2019-11-08 02:37:48,Lower Owens River Project,LORP At Pump Station Discharge Flow,45.0
2019-11-08 02:37:48,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,46.1
2019-11-08 02:37:48,Northern Owens Valley,Pleasant Valley Outflow,320.8
2019-11-08 02:37:48,Northern Owens Valley,Baker Ck. At LA Station Flow,8.4
2019-11-08 02:37:48,Northern Owens Valley,Big Pine Ck. USGS Flow,20.3
2019-11-08 02:37:48,Northern Owens Valley,O.R. Below Big Pine,477.0
2019-11-08 02:37:48,Northern Owens Valley,Fish Springs At RR Flow,24.9
2019-11-08 02:37:48,Northern Owens Valley,Tinemaha Reservoir Outflow,402.7
2019-11-08 02:37:48,Northern Owens Valley,Bishop Creek Through Plant 6,58.6
2019-11-08 02:37:48,Northern Owens Valley,Bishop Creek Around Plant 6,21.9
2019-11-08 02:37:48,Mono Basin,Lee Vining Intake Above Flow,31.9
2019-11-08 02:37:48,Mono Basin,Lee Vining Intake Below Flow,23.6
2019-11-08 02:37:48,Mono Basin,Walker Ck. Above Conduit Flow,3.0
2019-11-08 02:37:48,Mono Basin,L.V. Conduit Below Intake Flow,10.7
2019-11-08 02:37:48,Mono Basin,Walker Ck. Under Conduit Flow,3.0
2019-11-08 02:37:48,Mono Basin,Parker Ck. Under Conduit Flow,6.0
2019-11-08 02:37:48,Mono Basin,Parker Ck. Above Conduit Flow,5.0
2019-11-08 02:37:48,Mono Basin,Grant Lk. Spill Flow,0.0
2019-11-08 02:37:48,Mono Basin,Mono Gate 1 Return Ditch Flow,28.2
2019-11-08 02:37:48,Mono Basin,Grant Lk. Outflow,77.4
2019-11-08 02:37:48,Mono Basin,Rush Ck. at Damsite Flow,14.8
2019-11-08 02:37:48,Mono Basin,Flow to West Portal,39.9
2019-11-08 02:37:49,Southern Owens Valley,LAA at Alabama Level,8.3
2019-11-08 02:37:49,Southern Owens Valley,LAA at Alabama Water Temp,49.2
2019-11-08 02:37:49,Southern Owens Valley,LAA at Cottonwood Level,9.2
2019-11-08 02:37:49,Southern Owens Valley,LAA at Cotton. Water Temp,50.2
2019-11-08 02:37:50,Southern District,S. Haiwee Reservoir Elevation,3734.6
2019-11-08 02:37:50,Southern District,Fairmont Reservoir Elevation,3027.2
2019-11-08 02:37:50,Southern District,Bouquet Reservoir Elevation,2985.0
2019-11-08 02:37:50,Long Valley,Long Valley Elevation,6767.1
2019-11-08 02:37:50,Southern Owens Valley,N. Haiwee Elevation,3756.9
2019-11-08 02:37:50,Southern Owens Valley,S. Haiwee Reservoir Elevation,3734.6
2019-11-08 02:37:50,Northern Owens Valley,Pleasant Valley Elevation,4382.9
2019-11-08 02:37:50,Mono Basin,Mono Lk. Elevation,6382.2
2019-11-08 02:37:50,Mono Basin,Grant Lk. Elevation,7114.7
2019-11-08 03:37:49,Southern District,Haiwee LAA #2 Current Flow,271.0
2019-11-08 03:37:49,Southern District,Haiwee LAA #1 Current Flow,0.0
2019-11-08 03:37:49,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2019-11-08 03:37:49,Southern District,LAA #2 Flow at Fairmont Res.,280.3
2019-11-08 03:37:49,Southern District,Bouquet Reservoir Inflow,0.3
2019-11-08 03:37:49,Southern District,Bouquet Reservoir Outflow,0.7
2019-11-08 03:37:49,Southern District,LAA #1 at Soledad Flow,0.0
2019-11-08 03:37:49,Southern District,LAA #2 at Soledad Flow,316.5
2019-11-08 03:37:49,Long Valley,East Portal Flow,52.0
2019-11-08 03:37:49,Long Valley,OR Below EP Flow,111.0
2019-11-08 03:37:49,Long Valley,Hot Ck.at Hwy. Flow,0.0
2019-11-08 03:37:49,Long Valley,McGee Ck. Lower Sta. Flow,12.7
2019-11-08 03:37:49,Long Valley,Long Valley Current Outflow,174.9
2019-11-08 03:37:49,Long Valley,Rock Ck. Div. Flow,0.0
2019-11-08 03:37:49,Long Valley,Upper Gorge Total Release,54.9
2019-11-08 03:37:49,Long Valley,Release at Middle Gorge,0.0
2019-11-08 03:37:49,Southern Owens Valley,Tinemaha Reservoir Outflow,402.7
2019-11-08 03:37:49,Southern Owens Valley,Indep. Ck. At Junction Flow,6.1
2019-11-08 03:37:49,Southern Owens Valley,LAA at Alabama Flow,477.0
2019-11-08 03:37:49,Southern Owens Valley,Cottonwood Ck. At LAA Flow,9.0
2019-11-08 03:37:49,Southern Owens Valley,LAA at Cottonwood Flow,504.0
2019-11-08 03:37:49,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2019-11-08 03:37:49,Southern Owens Valley,Haiwee LAA #2 Current Flow,271.0
2019-11-08 03:37:49,Southern Owens Valley,Reinhackel Flow,2.6
2019-11-08 03:37:49,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2019-11-08 03:37:49,Southern Owens Valley,Cartago Spillgate Outflow,1.9
2019-11-08 03:37:49,Lower Owens River Project,LORP Intake Flow,45.0
2019-11-08 03:37:49,Lower Owens River Project,LORP at Mazourka Canyon Road,47.0
2019-11-08 03:37:49,Lower Owens River Project,LORP at Reinhackle Springs,46.0
2019-11-08 03:37:49,Lower Owens River Project,LORP Above Pumpstation,37.0
2019-11-08 03:37:49,Lower Owens River Project,LORP At Pump Station Discharge Flow,32.0
2019-11-08 03:37:49,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,46.1
2019-11-08 03:37:49,Northern Owens Valley,Pleasant Valley Outflow,320.8
2019-11-08 03:37:49,Northern Owens Valley,Baker Ck. At LA Station Flow,8.4
2019-11-08 03:37:49,Northern Owens Valley,Big Pine Ck. USGS Flow,20.3
2019-11-08 03:37:49,Northern Owens Valley,O.R. Below Big Pine,476.9
2019-11-08 03:37:49,Northern Owens Valley,Fish Springs At RR Flow,24.9
2019-11-08 03:37:49,Northern Owens Valley,Tinemaha Reservoir Outflow,402.7
2019-11-08 03:37:49,Northern Owens Valley,Bishop Creek Through Plant 6,55.4
2019-11-08 03:37:49,Northern Owens Valley,Bishop Creek Around Plant 6,21.9
2019-11-08 03:37:49,Mono Basin,Lee Vining Intake Above Flow,31.9
2019-11-08 03:37:49,Mono Basin,Lee Vining Intake Below Flow,23.6
2019-11-08 03:37:49,Mono Basin,Walker Ck. Above Conduit Flow,3.0
2019-11-08 03:37:49,Mono Basin,L.V. Conduit Below Intake Flow,10.7
2019-11-08 03:37:49,Mono Basin,Walker Ck. Under Conduit Flow,3.0
2019-11-08 03:37:49,Mono Basin,Parker Ck. Under Conduit Flow,6.0
2019-11-08 03:37:49,Mono Basin,Parker Ck. Above Conduit Flow,5.0
2019-11-08 03:37:49,Mono Basin,Grant Lk. Spill Flow,0.0
2019-11-08 03:37:49,Mono Basin,Mono Gate 1 Return Ditch Flow,28.3
2019-11-08 03:37:49,Mono Basin,Grant Lk. Outflow,76.6
2019-11-08 03:37:49,Mono Basin,Rush Ck. at Damsite Flow,14.8
2019-11-08 03:37:49,Mono Basin,Flow to West Portal,39.9
2019-11-08 03:37:50,Southern District,S. Haiwee Reservoir Elevation,3734.6
2019-11-08 03:37:50,Southern District,Fairmont Reservoir Elevation,3027.2
2019-11-08 03:37:50,Southern District,Bouquet Reservoir Elevation,2985.0
2019-11-08 03:37:50,Long Valley,Long Valley Elevation,6767.1
2019-11-08 03:37:50,Southern Owens Valley,LAA at Alabama Level,8.3
2019-11-08 03:37:50,Southern Owens Valley,LAA at Alabama Water Temp,48.9
2019-11-08 03:37:50,Southern Owens Valley,LAA at Cottonwood Level,9.2
2019-11-08 03:37:50,Southern Owens Valley,LAA at Cotton. Water Temp,50.3
2019-11-08 03:37:50,Southern Owens Valley,N. Haiwee Elevation,3756.9
2019-11-08 03:37:50,Southern Owens Valley,S. Haiwee Reservoir Elevation,3734.6
2019-11-08 03:37:50,Northern Owens Valley,Pleasant Valley Elevation,4382.8
2019-11-08 03:37:50,Mono Basin,Mono Lk. Elevation,6382.2
2019-11-08 03:37:50,Mono Basin,Grant Lk. Elevation,7114.7
2019-11-08 04:37:48,Southern District,Haiwee LAA #2 Current Flow,271.0
2019-11-08 04:37:48,Southern District,Haiwee LAA #1 Current Flow,0.0
2019-11-08 04:37:48,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2019-11-08 04:37:48,Southern District,LAA #2 Flow at Fairmont Res.,280.3
2019-11-08 04:37:48,Long Valley,East Portal Flow,52.0
2019-11-08 04:37:48,Long Valley,OR Below EP Flow,111.0
2019-11-08 04:37:48,Long Valley,Hot Ck.at Hwy. Flow,0.0
2019-11-08 04:37:48,Long Valley,McGee Ck. Lower Sta. Flow,12.7
2019-11-08 04:37:48,Long Valley,Long Valley Current Outflow,175.1
2019-11-08 04:37:48,Long Valley,Rock Ck. Div. Flow,0.0
2019-11-08 04:37:48,Long Valley,Upper Gorge Total Release,54.9
2019-11-08 04:37:48,Long Valley,Release at Middle Gorge,0.0
2019-11-08 04:37:48,Southern Owens Valley,Tinemaha Reservoir Outflow,403.9
2019-11-08 04:37:48,Southern Owens Valley,Indep. Ck. At Junction Flow,6.1
2019-11-08 04:37:48,Southern Owens Valley,LAA at Alabama Flow,474.0
2019-11-08 04:37:48,Southern Owens Valley,Cottonwood Ck. At LAA Flow,9.0
2019-11-08 04:37:48,Southern Owens Valley,LAA at Cottonwood Flow,503.0
2019-11-08 04:37:48,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2019-11-08 04:37:48,Southern Owens Valley,Haiwee LAA #2 Current Flow,271.0
2019-11-08 04:37:48,Southern Owens Valley,Reinhackel Flow,2.6
2019-11-08 04:37:48,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2019-11-08 04:37:48,Southern Owens Valley,Cartago Spillgate Outflow,10.9
2019-11-08 04:37:48,Lower Owens River Project,LORP Intake Flow,45.0
2019-11-08 04:37:48,Lower Owens River Project,LORP at Mazourka Canyon Road,46.0
2019-11-08 04:37:48,Lower Owens River Project,LORP at Reinhackle Springs,45.0
2019-11-08 04:37:48,Lower Owens River Project,LORP Above Pumpstation,49.0
2019-11-08 04:37:48,Lower Owens River Project,LORP At Pump Station Discharge Flow,45.0
2019-11-08 04:37:48,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,46.1
2019-11-08 04:37:48,Northern Owens Valley,Pleasant Valley Outflow,320.5
2019-11-08 04:37:48,Northern Owens Valley,Baker Ck. At LA Station Flow,8.4
2019-11-08 04:37:48,Northern Owens Valley,Big Pine Ck. USGS Flow,20.3
2019-11-08 04:37:48,Northern Owens Valley,O.R. Below Big Pine,473.5
2019-11-08 04:37:48,Northern Owens Valley,Fish Springs At RR Flow,25.3
2019-11-08 04:37:48,Northern Owens Valley,Tinemaha Reservoir Outflow,403.9
2019-11-08 04:37:48,Northern Owens Valley,Bishop Creek Through Plant 6,56.3
2019-11-08 04:37:48,Northern Owens Valley,Bishop Creek Around Plant 6,22.1
2019-11-08 04:37:48,Mono Basin,Lee Vining Intake Above Flow,31.9
2019-11-08 04:37:48,Mono Basin,Lee Vining Intake Below Flow,23.6
2019-11-08 04:37:48,Mono Basin,Walker Ck. Above Conduit Flow,3.0
2019-11-08 04:37:48,Mono Basin,L.V. Conduit Below Intake Flow,10.7
2019-11-08 04:37:48,Mono Basin,Walker Ck. Under Conduit Flow,3.0
2019-11-08 04:37:48,Mono Basin,Parker Ck. Under Conduit Flow,6.0
2019-11-08 04:37:48,Mono Basin,Parker Ck. Above Conduit Flow,5.0
2019-11-08 04:37:48,Mono Basin,Grant Lk. Spill Flow,0.0
2019-11-08 04:37:48,Mono Basin,Mono Gate 1 Return Ditch Flow,28.2
2019-11-08 04:37:48,Mono Basin,Grant Lk. Outflow,77.2
2019-11-08 04:37:48,Mono Basin,Rush Ck. at Damsite Flow,14.8
2019-11-08 04:37:48,Mono Basin,Flow to West Portal,39.9
2019-11-08 04:37:49,Southern District,Bouquet Reservoir Inflow,0.3
2019-11-08 04:37:49,Southern District,Bouquet Reservoir Outflow,0.7
2019-11-08 04:37:49,Southern District,LAA #1 at Soledad Flow,0.0
2019-11-08 04:37:49,Southern District,LAA #2 at Soledad Flow,316.5
2019-11-08 04:37:49,Southern Owens Valley,LAA at Alabama Water Temp,48.5
2019-11-08 04:37:49,Southern Owens Valley,LAA at Cotton. Water Temp,49.9
2019-11-08 04:37:50,Southern District,S. Haiwee Reservoir Elevation,3734.6
2019-11-08 04:37:50,Southern District,Fairmont Reservoir Elevation,3027.2
2019-11-08 04:37:50,Southern District,Bouquet Reservoir Elevation,2985.0
2019-11-08 04:37:50,Long Valley,Long Valley Elevation,6767.1
2019-11-08 04:37:50,Southern Owens Valley,LAA at Alabama Level,8.2
2019-11-08 04:37:50,Southern Owens Valley,LAA at Cottonwood Level,9.1
2019-11-08 04:37:50,Southern Owens Valley,N. Haiwee Elevation,3756.9
2019-11-08 04:37:50,Southern Owens Valley,S. Haiwee Reservoir Elevation,3734.6
2019-11-08 04:37:50,Northern Owens Valley,Pleasant Valley Elevation,4382.7
2019-11-08 04:37:50,Mono Basin,Mono Lk. Elevation,6382.2
2019-11-08 04:37:50,Mono Basin,Grant Lk. Elevation,7114.7
2019-11-08 05:37:48,Southern District,Haiwee LAA #2 Current Flow,271.0
2019-11-08 05:37:48,Southern District,Haiwee LAA #1 Current Flow,0.0
2019-11-08 05:37:48,Southern Owens Valley,Tinemaha Reservoir Outflow,401.5
2019-11-08 05:37:48,Southern Owens Valley,Indep. Ck. At Junction Flow,6.1
2019-11-08 05:37:48,Southern Owens Valley,LAA at Alabama Flow,474.0
2019-11-08 05:37:48,Southern Owens Valley,Cottonwood Ck. At LAA Flow,8.0
2019-11-08 05:37:48,Southern Owens Valley,LAA at Cottonwood Flow,499.0
2019-11-08 05:37:48,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2019-11-08 05:37:48,Southern Owens Valley,Haiwee LAA #2 Current Flow,271.0
2019-11-08 05:37:48,Southern Owens Valley,Reinhackel Flow,2.6
2019-11-08 05:37:48,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2019-11-08 05:37:48,Southern Owens Valley,Cartago Spillgate Outflow,3.1
2019-11-08 05:37:48,Lower Owens River Project,LORP Intake Flow,46.0
2019-11-08 05:37:48,Lower Owens River Project,LORP at Mazourka Canyon Road,48.0
2019-11-08 05:37:48,Lower Owens River Project,LORP at Reinhackle Springs,44.0
2019-11-08 05:37:48,Lower Owens River Project,LORP Above Pumpstation,51.0
2019-11-08 05:37:48,Lower Owens River Project,LORP At Pump Station Discharge Flow,47.0
2019-11-08 05:37:48,Northern Owens Valley,Big Pine Ck. USGS Flow,20.3
2019-11-08 05:37:48,Northern Owens Valley,Fish Springs At RR Flow,25.3
2019-11-08 05:37:48,Northern Owens Valley,Tinemaha Reservoir Outflow,401.5
2019-11-08 05:37:49,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2019-11-08 05:37:49,Southern District,LAA #2 Flow at Fairmont Res.,280.6
2019-11-08 05:37:49,Southern District,Bouquet Reservoir Inflow,0.3
2019-11-08 05:37:49,Southern District,Bouquet Reservoir Outflow,0.7
2019-11-08 05:37:49,Southern District,LAA #1 at Soledad Flow,0.0
2019-11-08 05:37:49,Southern District,LAA #2 at Soledad Flow,316.5
