date,district,source,value
2022-06-12 03:39:09,Northern Owens Valley,Baker Ck. At LA Station Flow,2.8
2022-06-12 03:39:09,Northern Owens Valley,Big Pine Ck. USGS Flow,78.4
2022-06-12 03:39:09,Northern Owens Valley,O.R. Below Big Pine,207.9
2022-06-12 03:39:09,Northern Owens Valley,Fish Springs At RR Flow,35.9
2022-06-12 03:39:09,Northern Owens Valley,Tinemaha Reservoir Outflow,199.4
2022-06-12 03:39:09,Northern Owens Valley,Bishop Creek Through Plant 6,0.1
2022-06-12 03:39:09,Northern Owens Valley,Bishop Creek Around Plant 6,78.8
2022-06-12 03:39:09,Lower Owens River Project,LORP Intake Flow,78.0
2022-06-12 03:39:09,Lower Owens River Project,LORP at Mazourka Canyon Road,57.0
2022-06-12 03:39:09,Lower Owens River Project,LORP at Reinhackle Springs,39.0
2022-06-12 03:39:09,Lower Owens River Project,LORP Above Pumpstation,34.0
2022-06-12 03:39:09,Lower Owens River Project,LORP At Pump Station Discharge Flow,31.0
2022-06-12 03:39:09,Long Valley,East Portal Flow,13.0
2022-06-12 03:39:09,Long Valley,OR Below EP Flow,49.0
2022-06-12 03:39:09,Long Valley,Hot Ck.at Hwy. Flow,30.0
2022-06-12 03:39:09,Long Valley,McGee Ck. Lower Sta. Flow,42.7
2022-06-12 03:39:09,Long Valley,Long Valley Elevation,6768.5
2022-06-12 03:39:09,Long Valley,Long Valley Current Outflow,58.6
2022-06-12 03:39:09,Long Valley,Rock Ck. Div. Flow,0.0
2022-06-12 03:39:09,Long Valley,Upper Gorge Total Release,55.0
2022-06-12 03:39:09,Long Valley,Release at Middle Gorge,0.0
2022-06-12 03:39:09,Southern District,Haiwee LAA #2 Current Flow,0.0
2022-06-12 03:39:09,Southern District,S. Haiwee Reservoir Elevation,3731.6
2022-06-12 03:39:09,Southern District,Haiwee LAA #1 Current Flow,99.8
2022-06-12 03:39:09,Southern District,Fairmont Reservoir Elevation,3027.2
2022-06-12 03:39:09,Southern District,LAA #1 Flow at Fairmont Reservoir,0.5
2022-06-12 03:39:09,Southern District,LAA #2 Flow at Fairmont Res.,43.2
2022-06-12 03:39:09,Southern District,Bouquet Reservoir Elevation,2988.4
2022-06-12 03:39:09,Southern District,Bouquet Reservoir Inflow,0.2
2022-06-12 03:39:09,Southern District,Bouquet Reservoir Outflow,0.5
2022-06-12 03:39:09,Southern District,LAA #1 at Soledad Flow,14.5
2022-06-12 03:39:09,Southern District,LAA #2 at Soledad Flow,0.1
2022-06-12 03:39:09,Southern Owens Valley,Tinemaha Reservoir Outflow,199.4
2022-06-12 03:39:09,Southern Owens Valley,Indep. Ck. At Junction Flow,15.2
2022-06-12 03:39:09,Southern Owens Valley,LAA at Alabama Flow,153.0
2022-06-12 03:39:09,Southern Owens Valley,LAA at Alabama Level,5.3
2022-06-12 03:39:09,Southern Owens Valley,LAA at Alabama Water Temp,74.3
2022-06-12 03:39:09,Southern Owens Valley,Cottonwood Ck. At LAA Flow,0.0
2022-06-12 03:39:09,Southern Owens Valley,LAA at Cottonwood Flow,184.0
2022-06-12 03:39:09,Southern Owens Valley,LAA at Cottonwood Level,7.4
2022-06-12 03:39:09,Southern Owens Valley,LAA at Cotton. Water Temp,76.5
2022-06-12 03:39:09,Southern Owens Valley,N. Haiwee Elevation,3756.9
2022-06-12 03:39:09,Southern Owens Valley,S. Haiwee Reservoir Elevation,3731.6
2022-06-12 03:39:09,Southern Owens Valley,Haiwee LAA #1 Current Flow,99.8
2022-06-12 03:39:09,Southern Owens Valley,Haiwee LAA #2 Current Flow,0.0
2022-06-12 03:39:09,Southern Owens Valley,Reinhackel Flow,1.6
2022-06-12 03:39:09,Southern Owens Valley,Lubkin Spillgate Outflow,26.8
2022-06-12 03:39:09,Southern Owens Valley,Cartago Spillgate Outflow,42.4
2022-06-12 03:39:09,Mono Basin,Lee Vining Intake Above Flow,134.2
2022-06-12 03:39:09,Mono Basin,Lee Vining Intake Below Flow,84.7
2022-06-12 03:39:09,Mono Basin,Mono Lk. Elevation,6379.4
2022-06-12 03:39:09,Mono Basin,Walker Ck. Above Conduit Flow,11.0
2022-06-12 03:39:09,Mono Basin,L.V. Conduit Below Intake Flow,46.2
2022-06-12 03:39:09,Mono Basin,Walker Ck. Under Conduit Flow,6.0
2022-06-12 03:39:09,Mono Basin,Parker Ck. Under Conduit Flow,32.0
2022-06-12 03:39:09,Mono Basin,Parker Ck. Above Conduit Flow,27.0
2022-06-12 03:39:09,Mono Basin,Grant Lk. Spill Flow,0.0
2022-06-12 03:39:09,Mono Basin,Mono Gate 1 Return Ditch Flow,71.1
2022-06-12 03:39:09,Mono Basin,Grant Lk. Elevation,7096.9
2022-06-12 03:39:09,Mono Basin,Grant Lk. Outflow,75.6
2022-06-12 03:39:09,Mono Basin,Rush Ck. at Damsite Flow,100.2
2022-06-12 03:39:09,Mono Basin,Flow to West Portal,0.0
2022-06-12 04:39:09,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,60.0
2022-06-12 04:39:09,Northern Owens Valley,Pleasant Valley Elevation,4382.4
2022-06-12 04:39:09,Northern Owens Valley,Pleasant Valley Outflow,226.0
2022-06-12 04:39:09,Northern Owens Valley,Baker Ck. At LA Station Flow,2.8
2022-06-12 04:39:09,Northern Owens Valley,Big Pine Ck. USGS Flow,78.4
2022-06-12 04:39:09,Northern Owens Valley,O.R. Below Big Pine,207.9
2022-06-12 04:39:09,Northern Owens Valley,Fish Springs At RR Flow,36.8
2022-06-12 04:39:09,Northern Owens Valley,Tinemaha Reservoir Outflow,200.8
2022-06-12 04:39:09,Northern Owens Valley,Bishop Creek Through Plant 6,0.1
2022-06-12 04:39:09,Northern Owens Valley,Bishop Creek Around Plant 6,78.8
2022-06-12 04:39:09,Lower Owens River Project,LORP Intake Flow,78.0
2022-06-12 04:39:09,Lower Owens River Project,LORP at Mazourka Canyon Road,59.0
2022-06-12 04:39:09,Lower Owens River Project,LORP at Reinhackle Springs,39.0
2022-06-12 04:39:09,Lower Owens River Project,LORP Above Pumpstation,48.0
2022-06-12 04:39:09,Lower Owens River Project,LORP At Pump Station Discharge Flow,45.0
2022-06-12 04:39:09,Long Valley,East Portal Flow,12.0
2022-06-12 04:39:09,Long Valley,OR Below EP Flow,49.0
2022-06-12 04:39:09,Long Valley,Hot Ck.at Hwy. Flow,30.0
2022-06-12 04:39:09,Long Valley,McGee Ck. Lower Sta. Flow,42.7
2022-06-12 04:39:09,Long Valley,Long Valley Elevation,6768.5
2022-06-12 04:39:09,Long Valley,Long Valley Current Outflow,58.3
2022-06-12 04:39:09,Long Valley,Rock Ck. Div. Flow,0.0
2022-06-12 04:39:09,Long Valley,Upper Gorge Total Release,55.0
2022-06-12 04:39:09,Long Valley,Release at Middle Gorge,0.0
2022-06-12 04:39:09,Southern District,Haiwee LAA #2 Current Flow,0.0
2022-06-12 04:39:09,Southern District,S. Haiwee Reservoir Elevation,3731.6
2022-06-12 04:39:09,Southern District,Haiwee LAA #1 Current Flow,99.8
2022-06-12 04:39:09,Southern District,Fairmont Reservoir Elevation,3027.4
2022-06-12 04:39:09,Southern District,LAA #1 Flow at Fairmont Reservoir,0.5
2022-06-12 04:39:09,Southern District,LAA #2 Flow at Fairmont Res.,38.2
2022-06-12 04:39:09,Southern District,Bouquet Reservoir Elevation,2988.4
2022-06-12 04:39:09,Southern District,Bouquet Reservoir Inflow,0.2
2022-06-12 04:39:09,Southern District,Bouquet Reservoir Outflow,0.5
2022-06-12 04:39:09,Southern District,LAA #1 at Soledad Flow,14.5
2022-06-12 04:39:09,Southern District,LAA #2 at Soledad Flow,0.1
2022-06-12 04:39:09,Southern Owens Valley,Tinemaha Reservoir Outflow,200.8
2022-06-12 04:39:09,Southern Owens Valley,Indep. Ck. At Junction Flow,16.0
2022-06-12 04:39:09,Southern Owens Valley,LAA at Alabama Flow,152.0
2022-06-12 04:39:09,Southern Owens Valley,LAA at Alabama Level,5.3
2022-06-12 04:39:09,Southern Owens Valley,LAA at Alabama Water Temp,73.5
2022-06-12 04:39:09,Southern Owens Valley,Cottonwood Ck. At LAA Flow,0.0
2022-06-12 04:39:09,Southern Owens Valley,LAA at Cottonwood Flow,182.0
2022-06-12 04:39:09,Southern Owens Valley,LAA at Cottonwood Level,7.4
2022-06-12 04:39:09,Southern Owens Valley,LAA at Cotton. Water Temp,76.5
2022-06-12 04:39:09,Southern Owens Valley,N. Haiwee Elevation,3756.9
2022-06-12 04:39:09,Southern Owens Valley,S. Haiwee Reservoir Elevation,3731.6
2022-06-12 04:39:09,Southern Owens Valley,Haiwee LAA #1 Current Flow,99.8
2022-06-12 04:39:09,Southern Owens Valley,Haiwee LAA #2 Current Flow,0.0
2022-06-12 04:39:09,Southern Owens Valley,Reinhackel Flow,1.6
2022-06-12 04:39:09,Southern Owens Valley,Lubkin Spillgate Outflow,7.9
2022-06-12 04:39:09,Southern Owens Valley,Cartago Spillgate Outflow,40.4
2022-06-12 04:39:09,Mono Basin,Lee Vining Intake Above Flow,134.2
2022-06-12 04:39:09,Mono Basin,Lee Vining Intake Below Flow,84.7
2022-06-12 04:39:09,Mono Basin,Mono Lk. Elevation,6379.4
2022-06-12 04:39:09,Mono Basin,Walker Ck. Above Conduit Flow,11.0
2022-06-12 04:39:09,Mono Basin,L.V. Conduit Below Intake Flow,46.2
2022-06-12 04:39:09,Mono Basin,Walker Ck. Under Conduit Flow,6.0
2022-06-12 04:39:09,Mono Basin,Parker Ck. Under Conduit Flow,32.0
2022-06-12 04:39:09,Mono Basin,Parker Ck. Above Conduit Flow,27.0
2022-06-12 04:39:09,Mono Basin,Grant Lk. Spill Flow,0.0
2022-06-12 04:39:09,Mono Basin,Mono Gate 1 Return Ditch Flow,71.1
2022-06-12 04:39:09,Mono Basin,Grant Lk. Elevation,7096.8
2022-06-12 04:39:09,Mono Basin,Grant Lk. Outflow,75.6
2022-06-12 04:39:09,Mono Basin,Rush Ck. at Damsite Flow,100.2
2022-06-12 04:39:09,Mono Basin,Flow to West Portal,0.0
2022-06-12 05:39:08,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,61.1
2022-06-12 05:39:08,Northern Owens Valley,Pleasant Valley Outflow,226.1
2022-06-12 05:39:08,Northern Owens Valley,Baker Ck. At LA Station Flow,2.8
2022-06-12 05:39:08,Northern Owens Valley,Big Pine Ck. USGS Flow,78.4
2022-06-12 05:39:08,Northern Owens Valley,O.R. Below Big Pine,207.9
2022-06-12 05:39:08,Northern Owens Valley,Fish Springs At RR Flow,37.8
2022-06-12 05:39:08,Northern Owens Valley,Tinemaha Reservoir Outflow,200.8
2022-06-12 05:39:08,Northern Owens Valley,Bishop Creek Through Plant 6,0.2
2022-06-12 05:39:08,Northern Owens Valley,Bishop Creek Around Plant 6,79.9
2022-06-12 05:39:08,Lower Owens River Project,LORP Intake Flow,78.0
2022-06-12 05:39:08,Lower Owens River Project,LORP at Mazourka Canyon Road,57.0
2022-06-12 05:39:08,Lower Owens River Project,LORP at Reinhackle Springs,39.0
2022-06-12 05:39:08,Lower Owens River Project,LORP Above Pumpstation,34.0
2022-06-12 05:39:08,Lower Owens River Project,LORP At Pump Station Discharge Flow,31.0
2022-06-12 05:39:08,Long Valley,East Portal Flow,13.0
2022-06-12 05:39:08,Long Valley,OR Below EP Flow,49.0
2022-06-12 05:39:08,Long Valley,Hot Ck.at Hwy. Flow,30.0
2022-06-12 05:39:08,Long Valley,McGee Ck. Lower Sta. Flow,42.7
2022-06-12 05:39:08,Long Valley,Long Valley Current Outflow,58.3
2022-06-12 05:39:08,Long Valley,Rock Ck. Div. Flow,0.0
2022-06-12 05:39:08,Long Valley,Upper Gorge Total Release,55.0
2022-06-12 05:39:08,Long Valley,Release at Middle Gorge,0.0
2022-06-12 05:39:08,Southern District,Haiwee LAA #2 Current Flow,0.0
2022-06-12 05:39:08,Southern District,Haiwee LAA #1 Current Flow,99.8
2022-06-12 05:39:08,Southern District,LAA #1 Flow at Fairmont Reservoir,0.5
2022-06-12 05:39:08,Southern District,LAA #2 Flow at Fairmont Res.,33.2
2022-06-12 05:39:08,Southern District,Bouquet Reservoir Inflow,0.2
